episode,time_slot,uav_id,user_id,subchannel,power_level_dbm,distance_m,sinr_db,rss_dbm,qos_flag,reward
0,0,0,64,3,0.0,196.39441387702098,-0.9152114307465304,-88.26196732500227,0.0,5.385697410858549
0,0,1,50,3,23.0,763.2121414613467,5.115368041562418,-86.59977921081736,1.0,11.427461790415126
0,0,2,76,0,0.0,202.65450709931304,-3.6857050270261418,-95.40268000070472,0.0,2.559885104959581
0,1,0,14,1,23.0,111.51304995913527,27.38934301088374,-64.32763196279484,1.0,15.558439408420671
0,1,1,65,0,0.0,91.2908778981209,3.502018278919123,-84.7942676935211,1.0,8.469414915116298
0,1,2,77,0,23.0,646.2126907590629,6.84349025296933,-84.86444661396678,1.0,10.313632756717878
0,2,0,26,2,23.0,573.5334884385217,5.580921070110748,-86.13605390356784,1.0,15.440351990149598
0,2,1,73,0,11.5,287.488087397626,6.120554420197432,-85.30943724442302,1.0,10.134660992007673
0,2,2,13,0,23.0,416.89321001010285,4.442224563599584,-86.27658507219562,1.0,9.088195720554292
0,3,0,9,0,0.0,521.7970875481581,-10.966096917415074,-102.59946408069302,0.0,3.6896426015363
0,3,1,75,0,11.5,961.1001505284955,-11.98873088306176,-103.49001715723026,0.0,3.983383867760809
0,3,2,17,3,0.0,446.3697160326847,-15.16546589942548,-106.88244087310406,0.0,1.1302994905718318
0,4,0,34,0,23.0,745.4372516798747,7.010392444518798,-84.5274570858661,1.0,15.408331428654545
0,4,1,22,1,23.0,349.2609995272999,15.133371311102499,-76.5836036625761,1.0,18.213168531457214
0,4,2,0,0,0.0,98.08093635049815,-0.23370283847786483,-86.55090787474802,0.0,4.798500976405339
0,5,0,16,1,0.0,120.51436632538484,-4.16756310149971,-95.74634189531751,0.0,3.020465838131023
0,5,1,41,0,0.0,491.18214587456026,-13.695857131491332,-105.41283210516991,0.0,1.7448478350855903
0,5,2,40,1,11.5,1031.4686850464598,-11.913466028968134,-103.53606056171796,0.0,3.19240608963611
0,6,0,16,0,0.0,120.69389932894484,-0.5054500126045717,-91.82220953195987,0.0,3.3640636275123916
0,6,1,56,3,0.0,149.01235698959752,-2.834389478175507,-94.5513644518541,0.0,1.7879867582790738
0,6,2,77,0,11.5,631.2275961317669,-9.477320449199313,-101.18888564868084,0.0,2.86576366548429
0,7,0,69,3,23.0,736.135382738467,1.586594538934927,-90.13038043474366,0.0,11.952542469733682
0,7,1,28,2,11.5,331.21690361380564,-2.0553844889758315,-93.77235946265442,0.0,9.896032687384007
0,7,2,11,0,11.5,379.55413028591215,-0.6412633295737914,-92.35823830325238,0.0,11.87294755061705
0,8,0,37,0,0.0,148.61563074741287,-7.709247821072244,-99.36902524458156,0.0,1.9890089922939274
0,8,1,65,2,11.5,84.34688087751258,17.60440604318962,-74.11256893048898,1.0,4.172895759810183
0,8,2,47,0,0.0,309.8246919317523,-7.664149028935886,-99.37012180717383,0.0,1.7913508002313399
0,9,0,29,0,11.5,271.4309512462496,1.7155434362482211,-90.00143153743038,0.0,6.146512562727507
0,9,1,46,1,0.0,147.4963533949752,-4.453368114284379,-96.17034308796298,0.0,4.449431501746192
0,9,2,57,2,23.0,784.0298049005112,8.629600823202946,-83.08737415047565,1.0,10.505179402470855
0,10,0,39,1,0.0,387.1273113884927,-5.488907559691825,-96.25927255576734,0.0,3.2703598039147415
0,10,1,7,1,11.5,499.1122738504649,-8.061505105158183,-99.52251943650631,0.0,6.923900618872723
0,10,2,23,0,11.5,574.0076408245934,-2.792201292315593,-94.50917626599418,0.0,5.244052805314766
0,11,0,37,1,23.0,148.21222737716712,7.32540397614094,-84.39157099753764,1.0,15.170431491964479
0,11,1,65,3,0.0,84.09339193966271,9.121014522855615,-82.59596045082297,1.0,15.972800209003882
0,11,2,60,2,23.0,388.13898679040693,16.634652537965003,-75.08232243571358,1.0,12.144422091565884
0,12,0,29,1,23.0,263.3254452219244,7.194229910678324,-84.50842375766682,1.0,11.372650500568394
0,12,1,65,0,11.5,84.38877879178332,19.579438956668742,-72.13753601700985,1.0,12.81771717123482
0,13,0,42,0,11.5,327.49819256333376,-0.2289841121976209,-91.94595908587621,0.0,7.545158910802989
0,13,1,51,1,11.5,118.16739288293704,14.715129838089538,-76.9927402365698,1.0,7.1002518259316965
0,13,2,0,1,0.0,86.54642307410636,1.6856832670365582,-89.44190450720063,0.0,2.6885773893147675
0,14,0,9,1,23.0,485.76832726644926,4.246300180594847,-80.53823963196812,1.0,9.963024259396207
0,14,1,73,1,23.0,258.384111884963,17.779014078470144,-73.00943886692303,1.0,12.368862348451332
0,14,2,76,1,11.5,186.44757823957684,-4.966739564364178,-94.35830918068659,0.0,5.653800566465587
0,15,0,16,1,0.0,128.04983769990986,-4.287625632387469,-96.00460060606606,0.0,1.8276527511582261
0,15,1,26,0,23.0,628.1753872447117,-8.467996200217284,-99.99848371367904,0.0,13.02908726007647
0,15,2,0,0,0.0,85.84312349691754,2.3563035033428243,-88.50898671676427,0.0,7.2090798663563245
0,16,0,75,1,0.0,92.76822593038322,4.19384014402267,-87.49095324514735,1.0,3.711820611646163
0,16,1,39,1,0.0,591.708676651838,-14.67503447278393,-106.31139162648046,0.0,2.6133115416977826
0,16,2,62,0,11.5,608.6777595629894,-3.956632443619224,-95.6736074172978,0.0,2.9269877218119276
0,17,0,16,0,0.0,130.97851206898824,-0.12248705855058323,-91.83946203222916,0.0,4.517297571618007
0,17,1,2,3,23.0,181.29053564836352,12.455947914084732,-79.21082624036215,1.0,13.670893012788525
0,17,2,61,3,0.0,558.4932657291878,-17.53385638396248,-109.22905795670718,0.0,3.2568090872957685
0,18,0,14,1,0.0,81.82904311295991,-2.5283364943871374,-93.3280911798158,0.0,4.115698234467833
0,18,1,24,2,11.5,380.30848004634396,-0.9552733938267053,-92.67224836750529,0.0,9.96374243101153
0,18,2,30,1,23.0,510.3945999605289,8.55107230023823,-83.13861288965087,1.0,10.092042194902168
0,19,0,14,0,0.0,81.52542044226564,-0.4248725492452759,-85.82822191031721,0.0,4.645753652184353
0,19,1,67,0,23.0,783.9208809893106,0.5815506309339213,-90.55030007479101,0.0,12.94862485566884
0,19,2,17,0,0.0,408.48877974688236,-10.416993604344363,-101.69971528131663,0.0,0.6172063225963215
0,20,0,70,0,11.5,246.01724450267957,8.572837991600222,-83.14413698207836,1.0,11.002824778332695
0,20,1,60,1,11.5,572.7407408696661,-1.0568429980703653,-92.77381797174895,0.0,10.525935898872726
0,20,2,31,2,23.0,854.9742789109007,4.771214904285678,-86.94576006939292,1.0,13.847476939437916
0,21,0,44,3,23.0,742.4609984954419,1.0475985405168506,-90.66937643316173,0.0,18.654164850258766
0,21,1,28,1,23.0,281.7697458779126,14.958745410884184,-76.693152463861,1.0,15.791004694013871
0,21,2,0,1,11.5,88.16641858475103,-0.34620369604409285,-86.59798636251512,0.0,4.278072177882031
0,22,0,6,1,11.5,344.2757437607962,5.636116201872911,-86.08085877180568,1.0,12.465659968729044
0,22,1,62,2,11.5,324.90467513594933,6.775637285256887,-84.9413376884217,1.0,13.978658759610909
0,22,2,38,0,23.0,633.5010555624182,10.823810085336696,-80.89316488834189,1.0,13.037401341846914
0,23,0,29,2,23.0,236.4555540897433,14.580873474636098,-77.13610149904248,1.0,23.804892321435897
0,23,1,25,3,23.0,206.29469993090308,12.903681541824358,-75.66342008285991,1.0,16.25773596630079
0,23,2,76,3,23.0,184.44713599861498,18.025967415811863,-70.72193682944174,1.0,10.909837017848885
0,24,0,37,2,23.0,157.40389170723572,25.760689372153294,-65.95628560152531,1.0,14.07919617454548
0,24,1,19,1,0.0,89.38450451256554,5.890057367145356,-85.67831795052065,1.0,7.417143861187037
0,24,2,24,1,11.5,966.8210910574693,-9.378686724395841,-101.04521538637715,0.0,8.337526394013361
0,25,0,29,0,0.0,232.13268102059223,-3.607839585192343,-95.32481455887094,0.0,2.5988914182359264
0,25,1,46,1,11.5,104.9000011852999,4.081819223374207,-85.24250825426986,1.0,9.305202936225344
0,25,2,67,1,23.0,235.01685110418003,13.378963602222402,-77.2050504427334,1.0,9.941766431350391
0,26,0,16,1,0.0,148.83922273229555,2.102811917509817,-89.61416305616878,0.0,3.064105150815719
0,26,1,1,2,0.0,346.68727493701783,-9.15374588628763,-100.80963486597767,0.0,2.844484117679188
0,26,2,21,2,11.5,573.3900339888573,-0.9579298055605989,-92.61012625072625,0.0,4.0192795430590875
0,27,0,42,2,23.0,314.37218919901636,16.297866888046386,-75.08067517394065,1.0,11.897424171260653
0,27,1,19,0,0.0,85.8138281446975,10.008172673524136,-81.70880230015445,1.0,13.435789239849264
0,27,2,26,2,11.5,450.57848048225475,-1.431759698408247,-90.77623609894462,0.0,4.846987023283958
0,28,0,49,0,11.5,152.30971170071297,11.419044351564526,-80.29793062211405,1.0,4.078728961807877
0,28,1,78,1,0.0,784.8662008118154,-18.66230162462489,-110.35250921594812,0.0,3.8613576137937557
0,28,2,10,1,0.0,285.67996345834956,-8.414730298606276,-99.97591788274613,0.0,2.0611135733491786
0,29,0,77,0,23.0,908.2217412796657,5.05798241237294,-86.65899256130565,1.0,15.48525092093588
0,29,1,19,2,11.5,84.30279989483283,18.451702797960422,-73.09543656332269,1.0,12.303052554591424
0,29,2,0,2,0.0,100.52040283047444,3.8960661494404745,-87.37168966063747,1.0,4.759261927729483
0,30,0,75,2,0.0,112.62258097676084,5.363310322216551,-86.35366465146204,1.0,10.10169303123614
0,30,1,12,3,23.0,612.7986025472492,9.977702978491372,-81.67934872126841,1.0,13.24333794748683
0,30,2,67,3,11.5,234.3380260703946,5.013792584550011,-84.45422305775367,1.0,10.103561044044202
0,31,0,7,3,23.0,533.2566305186023,5.961881662000011,-82.25676764026326,1.0,10.360257279278908
0,31,1,56,2,0.0,84.04218210331949,6.296626496066145,-85.42034847761244,1.0,7.109579466459886
0,31,2,73,3,23.0,679.2137526445416,0.2379033584774337,-89.5928819858615,0.0,10.85341744758782
0,32,0,75,0,11.5,117.381443060444,11.29147378952458,-80.36872109595244,1.0,5.09183281114733
